Upload Audio,Upload Lyrics (.txt),Instrument Proportions,Virality Score,Predicted Genre,Emotion,Lyrics Sentiment,Top 5 Keywords,t-SNE Plot,PDF Report,timestamp
.gradio\flagged\Upload Audio\be1bf5933e2bf372dc8a\TOOL - Pneuma Audio.mp3,.gradio\flagged\Upload Lyrics .txt)\548910d94d9de23d7538\tool pneuma.txt,"{""label"": null, ""confidences"": null}",,,,,,,,2025-05-15 14:45:00.932248
